address_hierarchy_entry_idEPTS,name EPTS,level_idEPTS,parent_idEPTS,user_generated_idEPTS,latitudeEPTS,longitudeEPTS,elevationEPTS,uuidEPTS,address_hierarchy_entry_id,name,level_id,parent_id,user_generated_id,latitude,longitude,elevation,uuid
1246,Chidzolomondo-sede,5,1245,,,,,a563507c-79e1-4de9-91f1-3782686e4723,,#N/A,,,,,,,#N/A
1247,Campala-Chidzolomondo,5,1245,,,,,21b75c93-cb17-4aa3-aa29-f20b6cb12475,,#N/A,,,,,,,#N/A
1248,Bawe,5,1245,,,,,18b3380c-379c-4961-90bb-2d92cfa20780,,Bawe,,,,,,,f35e261f-6e20-4705-ad0d-c38e28d7a206
1249,Magoe,3,1169,,,,,dde77f64-41cd-45a6-9dd9-9f49cb9e4a8b,,Magoe,,,,,,,3cd21c24-5e25-43b4-8a42-c001f21dd329
1250,Mapheende,4,1249,,,,,711d1e29-8c89-486f-81d9-87bfb2b6b0f1,,#N/A,,,,,,,#N/A
1251,Mapheende-sede,5,1250,,,,,f35ca3f6-7b2d-4914-a0dc-3dd35580c091,,#N/A,,,,,,,#N/A
1252,Daque,5,1250,,,,,7a1f28bd-b9e2-4f7f-9bc0-34f8e2a46eda,,Daque,,,,,,,be652cb2-5b83-49c7-8963-1b15453daa50
1253,Chinhopo,4,1249,,,,,7fdfcb80-9783-4da6-8dc4-26bf78c8e931,,#N/A,,,,,,,#N/A
1254,Chinhopo-sede,5,1253,,,,,f3aa5f69-45ce-4c54-a83f-3a685f7bc14c,,#N/A,,,,,,,#N/A
1255,Chitete,5,1253,,,,,3d36bbee-a2a5-4515-99b9-a245443f56c2,,Chitete,,,,,,,c8b46dfc-26db-4912-9cfb-1976edc7079b
1256,Mussenguezi,5,1253,,,,,ebaa4e47-7891-4cc4-a546-8083d41a3350,,Mussenguezi,,,,,,,7bfd3ce6-6123-4b74-b529-006141baf12c
1257,Mukumbura,4,1249,,,,,4530bd77-9793-4705-b4ef-20a90a190952,,Mukumbura,,,,,,,30867739-a9b0-4874-aeb5-3343be63a014
1258,Mukumbura-sede,5,1257,,,,,d5eed91e-6a95-4527-9308-0d8b897afa7f,,#N/A,,,,,,,#N/A
1259,Maravia,3,1169,,,,,f3c82b75-2e9e-42d4-981c-f754ba34e94b,,Maravia,,,,,,,8a4d920b-ac09-43cf-a780-9d92b66552f6
